SAQA Qual ID,QUALIFICATION TITLE,QUALIFICATION TYPE,SAQA LINK,NQF LEVEL,CREDITS,QUALITY PARTNER ,ATTACHMENTS
93626,Boilermaker,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=93626,NQF Level 4,395,NAMB,"651302000 - External Assessment Specifications - Occupational Certificate Boilermaker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/QcA0LYaKK_95y8SLJleIrA/6M5Xc9jIirVV3V0nCBfB2QP_jGvVYycJ5GXt7mQIZHc8TIsA6PdmwBmpl5PpQUN3FoiNq7M4AJiAxl9Od8eUwZj_5aBLpgf5ZCM_OEPqFWrWzMI1r0uUlxCKqolrhoUphWsKiGwnMgzVrbiFjtgrkR3wUdRfU3anPzVrsim11os1uO2ep6yJxiMeYR6WJasM-bljEpTPiCJ-zeDhSw4HXCXbh-cdkE__VUJmOk9CNRg/wUmpdeK4Vt3sQE08YBInqZ6Z-X6dj59iBL5dpsZj444),651302000 -Curriculum Document Boilermaker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/TwUkB0psUWHM8fthVG7v0Q/JLC-4pAH1sS866267FUeuE9t_tlHqOmb231Thp_r4ZX78ZtsK0ylQPa6KL5vVrrUs5QvTgGciuCaMXD0pSulSWKynjlKFFOg_Kbw_34U5S2INpXP4SFxycpUXhxlEFBBnW_qO_vBxowdo10X4lobFQwVMcuDpbSj6OdkV9BbfBNu3CvYVRR0_1NCgG4ncJ-L/0GARg1dVfNQk-Cg3yK4kbp8GBdMR6qtfVKPOsdxJO9c)"
123381,Boilermaker,National Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=123381,NQF Level 4,540,CHIETA,"QAS - Boilermaker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/6OiOoqyB-2CvD6QSNjmd0Q/jjVX7is5vC8v8sayDgQckHdjv-Q7TuTp8FqlWcaUI2n2aIkdzZPqZ3fLHFth7uUNTqDTFPmm7wAvjAr-Retf2pLLDAb5u0OumidAmF76T3fMLQa_BZfgeyC_sZFpyl_LwRrbYYoRrXVqdn_Uzx9a2wreSVTEYUrNJKLyo4GjgRQ/Axm7PiQbVJ_ECUcTsEg3K3WlWNcueFrvkRF1-wCmHGA),Curriculum - Boilermaker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/gmZFGMS_IIA4XaD9eTNKFg/whLKs_c7ErEU0jFXfCa8FFJO54OUiaJ9M9RHMKXaN6Q5KwQ8tYv-uPedkNrTeUyxKrG5H5qz66d0iSGQGfgyvI68SRuuya2Tcx6mQnB_NNqslAzu0V7dignQ7idrbMTFLH-tq92VOl0RD6Efvg7OV132KeoZegratumpkdASuaL3_ydlwsssQp1jwZBaYbIE/ZZ_57wkjW-x4bADeTlWZmlSmdJM9DcVvlVxc5nRZ-rY)"
98959,Bookkeeper,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=98959,NQF Level 5,364,FASSET                   (DHET),"20160504_331301_Bookkeeper_assessment_specifications 25 05 2016.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/UyxEXOJcVSOK564WocC59w/yEbesDRpyOxar5bzr57Y_RD2fW918FtI0SmklY3ZQ8goROUTzm6BtMu0vBsZkbviwbZC661LjvZrUzjDt_nydMQdC7QHYSgYwAyCEi1FKwy9il6tnVSRY5BerAsC1LNK3wxAnBVrMbonnJDueNmZX-3jB1wOdhpWxAUKAa4XXfTKnJsbNGGy8ofQ_eBRCDtIALCXERi1qNdyyLMbysDLrQ/w86cMskqBD3wPxm4EWG9MqI13ybnhi16YGwTYiub-5Q),20160504_331301_Bookkeeper_curriculum 25 05 2016 final.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/H9vkMJYh5IOjz29EKPyJDQ/OShAUmaXwMWHhaD9aUurRYmpp8D_Y3dJrsn6ltHctkXHrbRp2O_ltqFYAcOD9n0DHFHORmM5MUIj9iYFz8JxIFQkCwwWohvC4FrE8FZ8WCxJ2uCbEDeXzp0s_LGZ52sZie7YbHScCnVWL2N3sd7WcbxJWGqFXHLeAOTy0LwZBWsIYLpf8gxm8t8rSgbbXCDuQm7rWV2KhA0cHdLJnzpUww/PeUCmQQ0oCKCgwAsxPcv1IBoclU5Ex4NACGSzqjebSM)"
121887,Borehole Pump Operator,National Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121887,NQF Level 4,180,EWSETA,"Final Borehole Pump Operator EAS document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/Z1SeiA_ShooqYnI8MmAitQ/HbvKEX1hWiRtBHv6jsYPciYakAH1a__q5_vhOD6SCUWr2D-sPBv42DHuBfF8RqbU_jnMeLqM9cqvrT22rkBWnqgxu0Y3LxuITKovUD3MIeQ0A0ycvbGGegp62OF5kzFUCtG3kuRx_a-5niRPj3y1LxBFQCGD4y4XO1vEx1jXo32cgT3NZZ83Zloja-MeMTqO/BPgYFQuaVpKi77QUiNMcN4DEEiPP5i_CAKbn_qkZKC0),Final Borehole Pump Operator Curriculum_.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/i87EWjDsPhRHKWOZ2Kvo2A/MMz9LXFZLfCKEzFitOXxiSZF0q6_08JPEyjjJBR2UowDO7Be8E6IyHp6i6l20GKlcZaAwY7SkwwpDevnrvOwKX_jWFkSV63dbCqneWY5ItRsU5j1FoLQUl7mQ2uwWxIssuM19GVj0Antpt0Ry4QweRiolUt44z1vsLrhoWSq6DhUBYfeBCefd0TkI4JTmLV-/3HPEIIrAiaDn_01K_2vrwXZMuCjsxnnPDX6EKsFXwLU)"
101325,Braiding Machine Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=101325,NQF Level 2,168,FP&M SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/l_bQAn-XZsvX4Tby9cgDAw/nr-pCv44WTYUf7GX4_HleI8N6KbmLIU6EjyPYRdCvj3i4tY3Xhauea_cJey4IzBWbc4fnhs9i7rXPUbz8PbZUwwa-qL_wP4K4JI9W3Trh7Z1LLINarkVr9kk91BdoO6By9YrViiuAf9r9Gqxds1ns92A_PM_oFv_pDENn9M8RJI/G-mcQGYjq6mce_kC2hlpVABtYVvYLZGIerFDlWy64wo),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/dmciUigBJY3ykwXGomS9lQ/J8Ga83eOlmtEFhOC8OQipSJp65uHrxWsOuKv1XsPCuaFQHCHZd_afjkodtZwDOdTY5bkq2jNq2qFSZE-ABi1jEd7hFkmWg6001YNTRB0WCasOsX9SW_9K-bvxq-gbKgaTEFAbisr0M8l4RiauQG4zgNZCltj9zfmfZoqzf-RC5c/ieilJEZ9wCH6D91ty32PWZDRIOYu9_DoQUSNU6B2qvE)"
93627,Bricklayer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=93627,NQF Level 4,361,NAMB,"641201000 External Assessment Specifications Occupational Certificate Bricklayer.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/bET_SXa_T-3Vn2K3ke1THw/OpySBBPb99ieNgKx1zsReGsU5YllnqisDy0_hBYUKcn1AF5Mwra2MpnfMUN50Bzs7xydloHIHSUEc-Scw2dXvzanlrKhOkYzKxbSjLo_HhEph9aUsjxQ_IZoLewxe95qiCCDqIA6RINAaJF-87DBb8X4lR2gRcmD0kjDSglZb87ZLRk6xUseCqUEQ8pLC9329CukuiWFXfwJUkkGz3o2-xRIhmpUH3TgrcoyfigwtV0/DmojMdxC52RNJGDNDhHZNRIVtkf5xSrEES7PG5djwhY),Bricklayer Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/1351zmzomk-Y_WhXi4mMfg/yIyXUQl1--E-6QeWlDs_pNXBaGJgpWTGv4U-mMjV5t2HJR-aiyKHh4t5f2aSPAChlFjtwomYJKusx0krr3ANUhUcBILtBqqqogkV4ynPmiFTwlWh3NQmZC2A1sZHXTA5UtNCpeF3yRaBTW6WAhETV3oaratr38KG9AfDGK7go5M/je1yDXC7bAwQfseYReVrDraCQGbyyfEYVBMXdcGTA8o)"
112263,Brush Hand,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=112263,NQF Level 2,182,CHIETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/UG-42p0hiVIj0d37fLXuaQ/888Lfy2HRguphXXkita2ePt3XlcT9ikg8X1R2kY_0Gi8pDqQ2Rw143Y7HTiAt6p5MhQNwH40U2YoQ2kM2FB0A8qQsNboH28B2KeURqNQPfzSg1AuzKoZxFGi91OgiSoxfqw6S2fN3n3hI0R1VN30VvpnDbjbG77G8vGNLEVM5Ks/vL4sfmnj1eey9qh854PRboPEWogBFPd5v7dL6e4wkeU),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/fAajvlUg6rxbdLQhbWWUOQ/ie4IxKgxGR_2hy-qLz4WaLdBDSuHGUMaq-K2GsZMOJNpO08oOSI3RBgFfWPrU9XXmAqL4hRqJlrQfmGyMozDcihRLnCtuTVwu-yAV60vLFdhRpVDerlZhWzZOMF3QadJlf7U1kDSdHr-uOTWiYyILpARBySXHP9PITfsgwf0_Gk/2uMvTW76uWH5-5nIG_6tvViLuHlevjWASrn-PXUImvA)"
120663,Builder's Worker,Elementary Certificate,https://allqs.saqa.org.za/showQualification.php?id=120663,NQF Level 2,120,CETA,"EAS Builders Worker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/uj7sz4yDlvTAwmgjRK12eQ/lhEe2UgZt6KjgX86uDwbZIDxPyKt-adrS9MzhBa0S0Hg3OInrHnQbJ8NpLpNE3DgzJipV1omngVWTKlNoXqdu0vcJLUSCOXQrZB1QKhqxcEWp0-FJTvtpzpiSDwXRRfStOVCoIgsT4Uc7C3Hm5pCsVLWNe-VCuYWYKQQKow40Zw/PkP4PlaabBczSkXmRgITihGZKIfJPvXC2p9vx9gx0AM),Curriculum Doc- Builders Worker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/344isHl63dqOViz97KuMAg/ooblPsUFkbZNhSMnNnCezlA0HISNTYm1cOo5X9Qw9tNSzkEl-vIlbdL-7p_QEy9R_W08zUZxZiOUHVv91n_UqMqAZbj4olnpFG32mb8KbOOU-_PDucpDthJd0YzwoPjFqNKvlsPzg2H_YG_0AB4luwV1sATFEmJKfW0NAxZxj3w/a3dKsFhDQ_t4iTebyNF1A_2opwCCkqNYtIc_MuAznXk)"
94202,Bus Driver,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=94202,NQF Level 3 ,120,TETA,"130413-Bus Driver AS.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/ABzCmhMSvHXJPvDDoaV0SQ/6chUFJoXAf5zmbKA_1IlzDevR-_ibpQExtPYzcTRbV5F4faPc2NEbyMHQgZnbbrwTaC30SVsk8P5y4OcxYgrTuxQpLYW3Vr7voiEO3_nyw36l7nYt6pq7w06SmLUxCKwMlyFNpWxUeZKfWl2s48hPoOYfTDFxPFyBgyvDozrVus/f-cA87xTR5xKeY51ApLDa_GSgJu1ySYviWRD9dbPRv4),130413-Bus Driver Curriculumn.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/tm34oQsx1t4ggPqGCxuT7A/PL453GpV8dPH8PqiMdDYC03p_U23bpqwVzO7PDow0Yk-UkTtIIy0_vOHClIbKEWjTTOixfROPbs8Y37085Vl7AcOHWn2arrRB0vIqVeDElt5IKYQuKdov7Gv0t-iJWaWx3wJ_Q-hU_CMJJrusHA5QHn6NNfVE086EI3t4AAyx58/w7pi68FwogQ5nrcyvILM3GGsDrcYDZjtAVlNPzj4GeI)"
122581,Bus Driver ,Intermediate Occupational Certificate ,https://allqs.saqa.org.za/showQualification.php?id=122581,NQF Level 3,120,TETA,"QAS - Bus Driver.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/FhWjyWUg-FS7MGf380ta6g/MQwOORAaus3P4iXYTLjuRNEcy2NKCLVZN81rvXYiWQUd0D4mvwGYGGBJDfnKpV4FROgN55wfKmGnXUatJXPU9qpeY9QrXA5fno-5037fAOvaVXZUlgvflCTQ8r7SH-XwUQRakmpQmjGjWW4Xf58Zm90YM73pgYlEWGOSUeGeMUU/0h_NpIlJTPtikPO9bYGwFsj2uRz8j6giQ9sd0a5_4Rc),Curriculum - Bus Driver.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/DSx47WH42ku3qTGSx27Ijg/oo8Ev4dhjxJjMil3H36s91Zx_M_6LKQmqu-T1a0ol188DCEQjbbFgc2XkftbZ6CFLnchzvQCoEz8DB6MLl-r7UrsUVG4U3bFoIBU27vuMi3FXESCs8OtKT1YTHUr_38DdtVtPZaD8e-MXOOJDwyO-G5aLuBhcOFnjuNE7-bR5JI/tDaCQB6cwSeB8YGsB_oMBvr6bu32jlpW2u7e8mbzjoo)"
121911,Business Banker,Advanced Occupational Diploma,https://allqs.saqa.org.za/showQualification.php?id=121911,NQF Level 7,592,BANKSETA,"Business Banker - Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/zp-r30rcEMiNtA_syN9g4w/YbZB-s8Cfa1tdvzJZobQ12eY8Rq9-VrE6qOo-LZk4Q8D6lDwVzNlIzBZjMeYJLJHEE8qnKqN6r32d5bQ66VnjpDdHCHBNW8XDpZfZl5hL7V_t8rfci_yuM3C8Ci2R4QjpA2-q2b6Tluj_Rqjmx-Kes6y2ACXDTyTlvkxTT5hQEl6bxj-BYn_N_QrRzSURO1Q/n7gWW7lyAKQnfDSCWQ9RobYs1ywhaEagppd1MyfVxG0),Business Banker - EAS Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/MOUEzTkqzOtjgJzuNnGP3Q/4dzbnoGmOunRraaI-SdqSiH-ei8lSjxxqarcKpRsx-9nDYdC5emRutj-tMMJTwBQzkz51ptwuVx0rLhsRB-jtZNUte8h6jffaYukiNrQvJUtC6_wSP-Uqlm9lkcIgiAEX0rB3Gxv5MhmBuvmJKBwxINMekxupwINP5YKHgo-E72LfROBpuJynpgc3bPtn4Hk/AjrSCzHpYLPF7oAYIZGhK5EXwZBCrB5qRqmeKJyOG4A)"
121927,Business Banking Officer,Higher Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121927,NQF Level 5,146,BANKSETA,"Business Banking Officer  - Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/gF_x1fGd8aXM2nh2EJfgww/co4Gg4krTVKxcREBZ04DnRMKwVU3us_5i9gzam0HmzAdm2XgThECD6lMPDR9z-GMPBnrSStWX-eCyUgK4mpqiyyNvY770HvA9zT_eB7NcP4twM9sPck18S2QzXfPTggFUSPPUcM3mXBUGkK9Osg5Xk-xIx_HMPNNBDuk5Vd5E_Vf4n1iJpyJ9dbcWkMEORAySCzf8DCnvV8Ge_tA9RESqg/llg1T8Yw7-RK5VhKx1Wx1Ycrh3B3ali0fTnMD5_kyw0),Business Banking Officer - EAS Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/0UIhLk9HARlO3It2_D99_A/84IewwNX7ZItLcBKH6qV-ShO30-s-8DFT5OPgI02gCI7gFQUMugKprSKdM5nLn_z6OfFsfFYXGndNVGf4xMrmF_8mW26uVCmaCC1YUbUHVXNtNvn-Cr5jk8GabsSobk8FB7-tDNo_kwcT_jiEWYrE_zUImCbJZOJ_IK6rRKSdCtMip_wFyW_CSlCeJ6tWKPk/q1U3GF3CyqqknqbCFRwi6ONtYG2ugTfGuTJpvhLMHsA)"
120117,Business Banking Practitioner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=120117,NQF Level 6,202,QP BANKSETA,"Curriculum Document- Business banking Parctitioner .pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/ElzBe_tb4gj6sKeDZLzhqw/ZSkPNalg-7Kd8JNDqk-z7z9jmMSwXJytQJUbXfsbvqZjHAxAh9Mspt8igKfzvqK4ATS7ITPpSfR-pg2yQCkz_JjPFZmPA5UGMmpupIs50EHRXHuVf3OgOwCuQooSzWoi-F7Bexzistgd35hc43daHxN4Tlj72t09otNhWKwC1vzN17VBw5ku0nCFje65XEpW/PCOth2UgvOZgM2n1sfDOZKpY3FY5GaakaE3j6AGgR8Y),EAS Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/acKKs--pdQV6vEjTPVTbzA/S0nL5IDZtBJaoy7Ontlh_HJMIRSwdAXJmfAjNZ6XDoF42aDBYUis8c1lBJQWb5rHQvt4uWlExPPpQoELa041IQ6MlSvsrZUPzkBDOkMaUzN6LY9aQ9ePcJqv2dwZmHb2UG2NPG0YLNkzylOaVZJ_LQ/WT80af3yosy2iXDydeMAqzjYJFr3Z_UksmiFS22vDTI)"
121567,Business Development Officer,Higher Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121567,NQF Level 5,230,LG SETA,"Assessment - Business Development officer.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/7VKLvumBdMtx5AXX3ez1MA/CM6D7i0-y7kdC_APYmCN4_K7D6jp8zaN9eTsm0dJQXjToBBsn2vGf-l5Cw_TEt2syN9zvpT8gco6TdrXcBvqjYFIhjcsD7SQTCV_1btJTs5R4o31rnrqeW8pi2vaHBqiyFmxZ_An4ho0Cf7EEC6X6vR3T2f8JZj4ez8A-9CnZJ4sSAmJJDdQ2fvVYuX0FaUK/k_tBl_oqTDGJSGqB7Ap-i4niIutmnIrvRgzMP2Ee8o4),Curriculum - Business Development officer .pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/PiXHG2_Fyom2kjr-CG2aww/TM5GLrBp5l7fueTjIrmrMX9n87UcZQ7tUJaAh1mV-h8Erqr7sJ9oHlBi-WGWg7mNQ0SHZ6wOtCrNAP1sFYtZX7vg010sdeQH7oJNB9XJzYQa5a_f19UsybpJvw_3xuZ7iAa_JSLUToLP2b0h1nu3rpdvxGjEv78nZuq5fY4Jwg4IIuXi8YQUUqPJcpuqiwqV/MxHEVCKw4SK3q7xMs5VVCC3XGOgrOmd0oU1KoIJB0rE),HOC Business Development Officer L5 230.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/KCpnulX93nc8AFK4962oWg/hbxZwHFEB-XjuYmPGcHy-hqgp6ApItXz7MlQPrd21LkkgOdKQyTyjcJMrB9dvWIXQJf6m-qKUbeRIw8A1hHsVyvaAz4rjl_fSwj2B7KZZdDFdJoR1bfe1d1SeCWD1QoUMrLvfji2DzJDHy7r-phv4-RF33S4jEL1joROB12wUhFixJqlaeLHgIp3Th_1nAHH/mNtzNistd1qaC_Vi356Fz9gAUL7XYtYokzIW9_s_evs)"
102919,Butter Maker,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102919,NQF Level 4,174,FOODBEV,"Assessment Specifications Document -Butter Maker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/3mX8lUs6LOYj3c5VEFRSOw/Fqu__FUXpO9PIp3rAfZzXAyDq0-dr-tMn7EBk_-Q9tu8lbjFmoPaPiuJrU6brzUZgf-FKD6eF-up9lwPTHuiEiUVf2id4VBqcroLtIFuUZtFDvBEdiJwTGMUXnGABTNCQMqNUu_qPXRSUjIN-OjfPL0FekxfS_E1eNgYFrwazBBMsXRosWWXH_obNb9HTDyM/TTZFWt56_PdXpKm1BTLYS4q9qmV0jI5kOmijLcU8Li8),Curriculum Document - Butter Maker.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/9Dqe2niTjT3hS2jRzG9yAg/tVO2S2niQ1EdEIYKmi6yYm_ousCqij-N_A8ay22zQqHu7rscOr0NaCYWD47n-UbodrEwGtl7Ix2scdEHvmPwefJY2-PTIrJgPZtrmqbHIVtcLgaMcUQLRyxUA91t4KMZu98NxuzcJGhRrSszF8z34TEn204aKSntyxFSQ9G5iHw/Tf25AfawkgGLCIxGF08dLOUTDICrJv-HcwrrMTBjP70)"
103222,Buyer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=103222,NQF Level 5,110,W&R SETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/YzU7xDQsATvmEX4_u2F5bw/oTqDk7KFK_jwP4MD3C2Q8d3AzQMyz4n1Rhye_CscjJ6X9RREuA6S55MzXd9SPeHx8UWgbP_O3spogS_cN2R3vxsfcIHqj-MXfhzWBsdI8fGRujKDxvxTTDeF94S7kDTLM2569epQ_qD0Ct9wd6i9Ed7eMwofRIegGpZA3_msF9U/7BGBsEMTDPznCRFhSXqwCYPHcY32o20lrrzEw5ikF9c),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/M8TIOPBo-cpHA51v3SohiQ/kWfb8co_flR96fhjnV9YzXJHh-Q2i5SRPtgTv6sc0fkSGXbUxhgtgMg1jLY6v-_GhUbmpT00irIeLZHKKrKEZmShKNa12W6edKF12f_iluIL0bBM0e5Zzr-49xC1iviaHHTH2XVejx3pQd8GobKUTq-DggThmzZxcv8Mxe9KFM4/KDxF_FKG50WI-EF1Z6-pTzP1yHDm4YnqhEb1RoZmUhU),Learnership -OC- Buyer NQF Level 5.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/eC0ZVP5CmdaBPrAXtxYG1g/b3_p2Bn57XCZledPw57qRBTh8vjx75j_hI6cvnumwAZfLgimVW115DBi6ORMkrQ477hFpgVp3fj0YF7hN-DUojNBztiUAToXdpp3ox-aOfi1pV-sVq8XT-xAewusejHnXZ1mVIiNSMaGKJPLv2zuXTPhg7v1Ayfif47t2inoE0o/BoEbEIeM7QaWXMISS_jILDY8xHSYkPZ1iY3Majgs1H4)"
119991,Cable Jointer (Electric Cable Jointer),Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119991,NQF Level 6,180,EWSETA,"Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/9wlfUhcxbjuulwaI95djUA/Ayj2iR8pv8PvOKc9_c4snaDHi4McE3zEYLuwvZF8A1SyL6nGounsDfcQV3vA839lWQ2I4E46S9NcqZYPDfmAYeoqyZ6VpPwSaV4_FPplSsaXj43CTm0rOzSX38sw3gruCBGl39E-mCIF05dRIKQbrhGUqD_-RBz5zYKl5qsBmeA/TCcd_PrHVfimQZv4iDOerhFDkwaXD11Mo9Oa0du6owU),Curriculum Summary Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/q6w6jPNNu5-pXrJuzBgrGw/bsWxN3mAhOvQDescB-KdSUIe2QEekEe2feMZdnNxB74dDdVYpniD7q5x5BgQbSOw1JpcC9WXYHHF8kxoMAdAkfIUExxLgnmg53M8nLn0tGPiuMxiQUHqH5fKiGR-Yt-CBXz2SnLhvWBAiOFuJ8gGFAvBCBrlojkW5bjDR80Zsws/oH05V8n2PD9A2uycl8_qoML100nTaThHLkQo1St9hw8)"
96372,Career Development Information Officer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=96372,NQF Level 5,120,ETDP SETA,"20141121_242301_Career Development Information Officer_Assesment Specifications.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/3uIDZTfOv6o132lMdViH1Q/qZuJCA6CJMRdMOEFWwZSNIdWTDCf_bjlvcWrlwzpSf7301NnmaHx0KDSV2IxIyDTxwrSRv7uHnbl7Ju00HfQwzHBEg8UJ5RiK6pKhVEEHBEmW0FTnU5EKFZnpQ6NRdiOeIRKqiFFIfcIcDlF95ajbzWS4mYJkwgjxV0QmREuRP9f1VHPFSGUl--c_0CRAmsbOtXOriitXiIK33qbRqcy5J_P7yYR3LPdJVRZfpVOxdA/M4EJUICCN9HI0GPlGR0I-BFP2-v8ft_I62CuB9VZFRk),20141121_242301_Career Development Information Officer_Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/8Q6LdSP-VwPOeFzZNTnnJg/umx-2GicjlHdjaqdP_-tfCX0lBOK9PXl00meckOfM-D3aQ8aFSj0zrVjmc2DoXzQ9M3nDFH3IzMNrlsnmT6cwoDYnpj5L9WaeQQpAiA1DnI8D9YgUPVoxODrogLNXGPUa6GeofjO0OfEV1ys7jeTk50cRb0hjftP8tQPTR3uOHFsZfTx-7KRaksBnjp2-BsWB9QH75p5QSY5IsOTxbEGKw/atmhtlQf81a0FNuWuIW-SMJYhaCoe9XuH4f6Ej1QIKc),OC Career Development Information Officer L5 120.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/fJrVSqpUD1ksAYwD16zV3A/cK3p8TRfhituIdtDNBbgS70tBi5aAW8eNA7e_aMl3klW2SP_b0a7posg5gVrY5a4nA2FT2UfZHDeTNpqiqlrKlQO4QtX6JxwYVnJ_Lnirvg4esnGmGRzKrW9FKdqSMrmZJMYvic1isrsLhlsoyQFpFwY7UDqzP4CiYVQA8klGtmIwDfv76KNlojkQK0GfGUC3z53-pwfy2ZMF0SZn7ICzg/jzatTydv3--44dcuuQ6IMeUBYs3BLOJD1NWZ-RsPzas)"
94022,Carpenter,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=94022,NQF Level 4,360,NAMB,"Assessment Specifictions Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/fpyNqQ_hBxMssX8VTXctWQ/ay8pMjd9SEED1KmE9N0KNx__cVIiXqekPCfFMt0CpqrDGDZi17n_nXnVRVMbS2Z-wNSPeuSIGxzhLXbgKLC4BgoXEqIAkj5zrmtpcupi7PSzix70T25RFgx1EzJtIj4qfbtEpWBLLKgXAQw5iEaVpiMkGBjMg0bR-Y0SlveFNDo/IeWdog9P5YAC8QlNGCXFBjrFl84jHKfjYA-iADP0sl4),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/47/47/1762387200000/BU12aN6WyE2-3xkWPoCbQQ/ZTv-2xSo1xA5zLTW6Lcpc9UpkVot_2jZ2a87NWRnXtGeANfeJCFss5DP2qtrjuoU8wvnjrjuiJtyoKBsfLDbcE-eKSmHe0mgvBoJl3eAFzcVpiiIDkqWfLq1MKdo2r-WB4xoxJPAAGYWn5YOcw_V5_rfRMUCD2qgjqA5EFfqDhQ/st1EqOiIIxGMJhcS8na-ZUn_Kpop4lpG2_pnAqggams)"
